Average Overall Rank,Average Ladder Score,Average GDP,Average life Expectancy,Average Social Support,Average Freedom,Average Generosity,Average Perceptions of Corruption,Regional indicator,Country/Area
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,Central\ and\ Eastern\ Europe Commonwealth\ of\ Independent\ States East\ Asia Latin\ America\ and\ Caribbean Middle\ East\ and\ North\ Africa North\ America\ and\ ANZ South\ Asia Southeast\ Asia Sub-Saharan\ Africa Western\ Europe,string
,,,,,,,,class,meta
0.19305643404315131,0.7259532753160113,0.6251393461471534,0.7677499936621975,0.8507773529284824,0.853873479142361,0.2169001356266961,0.289875159242968,Latin America and Caribbean,Uruguay
0.19732939770890434,0.729643217340183,0.8885132662540604,1.0,0.8315999679298512,0.8584787206578288,0.4426878811453087,0.819,Southeast Asia,Singapore
0.2538056082648113,0.6756281638505945,0.4452374180430387,0.6510502043743731,0.6633331214979074,0.6485296106626764,0.12212828266706853,0.14638378018052872,Latin America and Caribbean,El Salvador
0.27757396865556255,0.6588552115712357,0.7254652419515762,0.91587452668831,0.8774887478067704,0.3641313038540584,0.23814111294327653,0.051530163993678484,Western Europe,Italy
0.2558999226930916,0.6733588480581069,0.7710325262479722,0.7145672636242711,0.7739643879098278,0.8233179647378382,0.3543047950735607,0.3064761932376203,Middle East and North Africa,Bahrain
0.24729777215545715,0.6788725991041833,0.6922449987687589,0.7642057453974674,0.908422248022716,0.47425326422259845,0.1913438761823784,0.03234968298675337,Central and Eastern Europe,Slovakia
0.2711785789584651,0.665183306979818,0.6713161255166883,0.7620813453780872,0.8497818997526801,0.7637211197196038,0.19213300927996266,0.10070303123722463,Central and Eastern Europe,Poland
0.2798369527022278,0.6625514082485116,0.39551798001202165,0.5958510009514738,0.9401770087481663,1.0,0.537918530565696,0.43991998309569497,Commonwealth of Independent States,Uzbekistan
0.305812073933516,0.6456064172145256,0.6862100055700955,0.6965463177779311,0.899970340804121,0.4169354111217647,0.043859522262121586,0.04142359549803425,Central and Eastern Europe,Lithuania
0.24517534612411274,0.6983167668915451,0.5438697613009945,0.6645710307200049,0.8272504615737377,0.726949592615493,0.17275637317218395,0.07152256668131235,Latin America and Caribbean,Colombia
0.33410640241759787,0.6326985479073293,0.6994831305861919,0.8391114672309782,0.8907757346042189,0.8757284261606602,0.27050230381030427,0.0913413573348924,Central and Eastern Europe,Slovenia
0.27338533979900204,0.6678837447864795,0.36629989675935465,0.7046985336385138,0.7394215494937805,0.6906605008104704,0.35371459708026426,0.22994054270821443,Latin America and Caribbean,Nicaragua
0.40558015320823676,0.5767463010123025,0.48051313508345883,0.6026654863538398,0.6477428848280676,0.5820976203378222,0.43427901273528785,0.05334139080592482,Central and Eastern Europe,Kosovo
0.21054185114906177,0.7219108877967034,0.6084977745356525,0.7474464597813933,0.8518503113741239,0.7551178244359735,0.11696400246865839,0.09767989587598286,Latin America and Caribbean,Argentina
0.3340782908145337,0.6338043608761971,0.6370638883082692,0.72163096528881,0.6483211250115617,0.7104183447968108,0.15103921841520962,0.007162647347500661,Central and Eastern Europe,Romania
0.373040972661466,0.6044672069857082,0.7051752283646678,0.9015561490208346,0.6331599454423279,0.5766707915804486,0.3323817138980011,0.07144125340944711,Western Europe,Cyprus
0.3015109986646989,0.6458819558015989,0.5024865819063238,0.737667701008708,0.7383574275061502,0.7418296445053079,0.19745534908157433,0.2046223677597444,Latin America and Caribbean,Ecuador
0.286344788811582,0.660108224549878,0.8520997111290983,0.6811745817359781,0.725237866213794,0.7600750022147401,0.26751512266053384,0.2611755253366916,Middle East and North Africa,Kuwait
0.275423431021154,0.6813397237207041,0.5785356052622754,0.7029121961677113,0.8278812020452203,0.8779860596921637,0.6418781722622787,0.052965295210510584,Southeast Asia,Thailand
0.3405861269238879,0.6252668073498695,0.6563742934380702,0.6832887178356432,0.8473424285648604,0.4574352485511098,0.1563351382502743,0.12210622218242556,Central and Eastern Europe,Latvia
0.3535455759364678,0.6170281128183127,0.7286235927630434,0.9344988164110372,0.6345698539857957,0.30923309618427813,0.2828118080699253,0.10363832108434974,East Asia,South Korea
0.3925925925925926,0.5909561910763211,0.6877636621232034,0.7430976196465577,0.905823503638384,0.7515201087985788,0.14792968399735043,0.30802653763716353,Central and Eastern Europe,Estonia
0.4015039707639328,0.5797962719749595,0.4584636914474817,0.6969765456536717,0.8508919162645867,0.7568088713952245,0.20952517513515737,0.07061426453947987,Latin America and Caribbean,Jamaica
0.37538829151732384,0.6026050871791232,0.6181026162146557,0.683301256183689,0.7569036813515361,0.7743201022034206,0.4067425200424903,0.09109953082633872,Sub-Saharan Africa,Mauritius
0.34709396303324197,0.6250927549312434,0.7418664766197395,0.9652586165066529,0.8454640807892503,0.7391724165679506,0.1326279438764926,0.2705831466519916,East Asia,Japan
0.4751282591889803,0.5410314685658145,0.3459307791472011,0.6521005299366295,0.6440374683496045,0.6434596032583416,0.34862781158412015,0.13471758100991463,Latin America and Caribbean,Honduras
0.383962330451894,0.6033885847024231,0.6573721893500425,0.6343949394732189,0.8699112505447895,0.6372816389774315,0.24880940641531937,0.19660843418989082,Commonwealth of Independent States,Kazakhstan
0.3860847564832384,0.5988067082472261,0.4169665488282779,0.5405161406826141,0.6648352937228114,0.8275059831042381,0.24899227551945438,0.10851129296250449,Latin America and Caribbean,Bolivia
0.44035420619860854,0.5520557905587444,0.6682580902050327,0.7254060896993829,0.8005931250073025,0.2939529659034594,0.11288863608463673,0.048352228415216636,Central and Eastern Europe,Hungary
0.42088692107667436,0.5674240537514351,0.4676277023439079,0.6337213946945394,0.8969770598380963,0.752849104463671,0.28781674868672846,0.1489110281400943,Latin America and Caribbean,Paraguay
0.4121442125237192,0.5787724237200974,0.5270981762814667,0.6936014746604666,0.6873996121480728,0.7039575798487783,0.15060395551310837,0.06497810902911981,Latin America and Caribbean,Peru
0.49677419354838714,0.5232187999404123,0.6812191145217449,0.863569930803652,0.8205895856646118,0.7729434804031451,0.09616321994733991,0.035455457123706825,Western Europe,Portugal
0.47504392437978776,0.5299959773767572,0.3579303591800224,0.4376521014943842,0.3089684734164821,0.42144934412567886,0.37543002137090414,0.19904980521248025,South Asia,Pakistan
0.3752758451050671,0.6034080795366414,0.6602638343542758,0.6023317347886742,0.868502771569252,0.5371035193085643,0.10531123777856898,0.05480875690864364,Commonwealth of Independent States,Russia
0.45336987841731674,0.5436428329359283,0.4323741205007947,0.5258812478568243,0.7191842329564292,0.8840373937577094,0.21276163551491412,0.1850461787890669,Southeast Asia,Philippines
0.47278094033312246,0.5301949116226499,0.5501335117307673,0.7044774902083272,0.7606033215167587,0.3690687311832839,0.24292874404122708,0.07239632626369975,Central and Eastern Europe,Serbia
0.4142666385550637,0.5737374148669813,0.36086291844867774,0.6278594147288389,0.7255387155418949,0.33981381474931577,0.2849528626819842,0.007244681456288741,Commonwealth of Independent States,Moldova
0.4490406915454354,0.5457027049202542,0.5668757279147602,0.5620945497666036,0.7612617522940494,0.6754927774436155,0.20347271515010643,0.22766650060545446,Middle East and North Africa,Libya
0.5075549933234943,0.5093881042594128,0.5775525888824059,0.7298499199862228,0.7252371853835279,0.303049959721215,0.22421720462879055,0.14916835421170718,Central and Eastern Europe,Montenegro
0.5531098460889733,0.48075863174469885,0.24848218724500626,0.5933046550926139,0.6311262907653373,0.5670447947996405,0.3387253443644343,0.2223798870628594,Commonwealth of Independent States,Tajikistan
0.5009909340080118,0.5049413127455996,0.6363901321892399,0.7569318638908785,0.591169716190833,0.4453184704031818,0.23561199230155797,0.06013272536911041,Central and Eastern Europe,Croatia
0.5271066132546208,0.49855677526196734,0.5556657152976056,0.6324383973950584,0.8253133003899175,0.803496612198384,0.20780250764768463,0.1914556454450733,Latin America and Caribbean,Dominican Republic
0.5595052357860707,0.48005600140084165,0.5100960924859038,0.745086927343538,0.5829174682723502,0.32598604068915066,0.4060921467795547,0.004415011037527593,Central and Eastern Europe,Bosnia and Herzegovina
0.4750720359828519,0.5269542070834705,0.6429026273901313,0.6867429690256189,0.7795275434853041,0.3891323254513386,0.126538419350958,0.18588754320298148,Middle East and North Africa,Turkey
0.3345561880666245,0.6256622511468118,0.6719242317648805,0.6803566505242188,0.679463242382054,0.6236363098528758,0.49217765206305697,0.08442241623697944,Southeast Asia,Malaysia
0.4729214983484433,0.5282694798710235,0.5917510786398179,0.6858600584702756,0.8702499273376653,0.39932086546088524,0.17336191636972356,0.2680419013984687,Commonwealth of Independent States,Belarus
0.531576358141823,0.4922153838422298,0.6618895020318462,0.8669561532194172,0.6477844565370693,0.12064153843840586,0.0,0.07076342507369676,Western Europe,Greece
0.5943355119825707,0.4560649422680192,0.5196249577400726,0.5808219469770262,0.9073561279276753,0.5370249130851557,0.4140434364677669,0.062249436571558375,East Asia,Mongolia
0.5813479513669267,0.46528399379067453,0.3795752108313137,0.10742876590536145,0.6205993852816675,0.6269851523096927,0.3305158850756149,0.059588962114496435,Sub-Saharan Africa,Nigeria
0.5922130859512263,0.4582621763614168,0.28453542206595595,0.6019463376302335,0.8268395108531789,0.7393470415655599,0.5037738539039739,0.05690483768522021,Commonwealth of Independent States,Kyrgyzstan
0.4578115117014548,0.5517170047105178,0.5795494940902993,0.5165727133966073,0.9135537451236372,0.6010015111453552,0.35402814052161996,0.2190706781445199,Commonwealth of Independent States,Turkmenistan
0.48132686766462857,0.5286407959925662,0.5549210883810626,0.6733257502328392,0.6099730267547069,0.17798005401686787,0.10126701288828704,0.23376973869703288,Middle East and North Africa,Algeria
0.5531941808981657,0.47969005991422115,0.43587811005660665,0.6595198918415562,0.3052511670624254,0.6288160961596495,0.04850525150510345,0.1435966093929336,Middle East and North Africa,Morocco
0.5618525546419285,0.475880706837807,0.5835604550467771,0.6139088215026672,0.6099052381579735,0.5738061851206896,0.05589758936860232,0.3225222401115056,Commonwealth of Independent States,Azerbaijan
0.5555133881509593,0.4855011314132942,0.5460030622402966,0.7557462575613011,0.6298043159880334,0.4790959643798461,0.32223038246140634,0.0921326089046711,Middle East and North Africa,Lebanon
0.5768500948766603,0.46911178858371505,0.5071219596537698,0.5382776086783934,0.6742962061833057,0.723243964362046,0.8063718277548301,0.03759977954292384,Southeast Asia,Indonesia
0.5531660692951016,0.48061944077896857,0.5601684825370795,0.7853867092446967,0.6011341862297565,0.7828694710279837,0.061780367949637684,0.12428119322778491,East Asia,China
0.6073792958043432,0.4550468133394387,0.3944303237999324,0.7097087444269174,0.7546232274172421,0.8566747829745177,0.2786900864061725,0.1429624804114596,Southeast Asia,Vietnam
0.6486611849040691,0.40918319805578945,0.27848781221840774,0.20353772846394755,0.4142314506485834,0.6182110331323907,0.3061208454683011,0.0783930137156199,Sub-Saharan Africa,Cameroon
0.648633073301005,0.4051796816023854,0.6005479684336339,0.7221752535168315,0.8851962228554705,0.46099130226118185,0.1283925845981517,0.013877396043926607,Central and Eastern Europe,Bulgaria
0.7246609037880386,0.3418758334570539,0.32190395366814445,0.35721050950818967,0.3832857565466991,0.6357616214755573,0.3646471878520862,0.057289423276774464,Sub-Saharan Africa,Ghana
0.7181530676786844,0.3433846802002787,0.29156867146359744,0.11130838285979548,0.3689466372971491,0.6182843904709506,0.25211686845913694,0.19393174483482223,Sub-Saharan Africa,Ivory Coast
0.6442476632229953,0.4121347951103869,0.22130530130344503,0.5530030249682986,0.6572501697450096,0.6884499162197049,0.49292997869452476,0.14387953961295452,South Asia,Nepal
0.5683041675451542,0.4583532413187911,0.47345456514349715,0.6636391611339166,0.6835783679781068,0.6195903058543207,0.20572439264609477,0.22633375610463813,Middle East and North Africa,Jordan
0.8197343453510436,0.26392081304267817,0.19240298030638847,0.26904431588984973,0.0009664146122154984,0.5922807484336255,0.27662959893065164,0.12641364636605187,Sub-Saharan Africa,Benin
0.7332068311195447,0.3338382595999008,0.3786065321043428,0.3636275964340041,0.3298643238074994,0.6445307707576751,0.16062943226741735,0.15125835781517352,Sub-Saharan Africa,Congo (Brazzaville)
0.6986576709536862,0.35944368419652045,0.597536424008403,0.4255928024728511,0.6217115250476106,0.4633703404496059,0.06057620187728826,0.11239936579180064,Sub-Saharan Africa,Gabon
0.6702790076604118,0.37761942729587167,0.5320215370947392,0.3118185216026563,0.7981634008341604,0.6779412957724894,0.18940380765901832,0.11119322702331112,Sub-Saharan Africa,South Africa
0.7049406142385269,0.35435590761747376,0.5134716096280464,0.773259398273121,0.3371768876838914,0.5766218713133114,0.2679534036674877,0.059153318640706797,Central and Eastern Europe,Albania
0.6267903577201491,0.41260324893016476,0.5561550171816788,0.6690933276440973,0.848130958735208,0.19848673060532537,0.09476726292180186,0.09821670461993742,Latin America and Caribbean,Venezuela
0.7700751985381967,0.30792531173932874,0.2936958207852416,0.48810022186948326,0.5424202464146461,0.961821134733574,0.4328249794384164,0.11618270331043062,Southeast Asia,Cambodia
0.6812003654508398,0.3731751578071168,0.34986696626003383,0.5939788410251828,0.6535805127605613,0.35288509605652174,0.1540080421650375,0.13799573739956758,Middle East and North Africa,Palestinian Territories
0.7202754937100289,0.3469110416509442,0.22271518108536625,0.4537134456406746,0.6024422459535613,0.5204520443888249,0.24000141453118237,0.16320420602830626,Sub-Saharan Africa,Senegal
0.7374235715791694,0.33325325716983684,0.48562429474521096,0.37892718329896996,0.6727166784125832,0.7075076240698022,0.10033199316608606,0.12941167327643788,Sub-Saharan Africa,Namibia
0.8241478670321175,0.2737661947319678,0.04289611115591996,0.27426841135363433,0.38304411773628794,0.518984550408622,0.29921787642574527,0.20753872741966797,Sub-Saharan Africa,Niger
0.7961908777848056,0.289254280420352,0.15228777858371237,0.2707837557062836,0.5367199805607105,0.42764901026758145,0.3015657800773842,0.21220134415116607,Sub-Saharan Africa,Burkina Faso
0.7872513880104014,0.30470226114902554,0.45697467634921596,0.6821457020464076,0.4982761578846322,0.3507168404192053,0.13207530820511937,0.0755767411471966,Commonwealth of Independent States,Armenia
0.7116452315693302,0.3538590980488266,0.6021528910618021,0.6822836488948522,0.2973820136416463,0.4843216340931999,0.4702219934921783,0.16998568237019893,Middle East and North Africa,Iran
0.8762667791130788,0.21516667207663195,0.14634336862456096,0.24748005830321676,0.3217717606789933,0.5202865951109994,0.33035635085876386,0.1742588928018617,Sub-Saharan Africa,Guinea
0.8003513950383021,0.29664525305259853,0.48086009204450236,0.6603556695224978,0.16119322163324326,0.4978228476344054,0.06798692060780025,0.3730187842338024,Commonwealth of Independent States,Georgia
0.7677841028884672,0.32006557742146385,0.2628935515278458,0.42869241658437773,0.5103563171091361,0.6803463484791689,0.5922281756859155,0.10373954355729947,Sub-Saharan Africa,Kenya
0.7982289690069576,0.29608820781908823,0.30359382379646666,0.3395940699927755,0.671365680714684,0.11935425845443663,0.21741094401595404,0.19407692737748625,Sub-Saharan Africa,Mauritania
0.7721695129664768,0.3172041774754528,0.08264715487149028,0.20858675446845573,0.4171567038961808,0.741381763573156,0.35900802268476517,0.28303192010544204,Sub-Saharan Africa,Mozambique
0.7245765689788461,0.3475301937676249,0.5075229985555317,0.681546990839147,0.42147194892153245,0.3431952140363273,0.07680818176309555,0.1237307485117063,Middle East and North Africa,Tunisia
0.7527865626537352,0.32650088046494186,0.28528505876125915,0.5898886268306045,0.34890339004517124,0.7808887132153064,0.25155864658197175,0.2420432858090219,South Asia,Bangladesh
0.7745168318223348,0.3140231935864551,0.5709711570814009,0.5208846473780625,0.4640710538590456,0.3974260378082324,0.2490616659413286,0.17412775190242394,Middle East and North Africa,Iraq
0.8028111603064166,0.28786468468854315,0.19848507382154065,0.19970242248076117,0.6534805402675355,0.4824863770793815,0.24051321010744778,0.13228976754805702,Sub-Saharan Africa,Mali
0.7484854873849182,0.3327896047522777,0.1329558029246163,0.07265180704442767,0.3851943207239845,0.47367042327192577,0.3976274814610336,0.10181951361255065,Sub-Saharan Africa,Sierra Leone
0.7876168388502355,0.3057957973322134,0.5169867049888656,0.6844531370933534,0.7135588109936849,0.7971497106260687,0.5100589470205993,0.10412817663341371,South Asia,Sri Lanka
0.806831119544592,0.3014196565985096,0.2972513302117947,0.4435597253450523,0.6146121738138295,0.7990160272357582,1.0,0.3214508915677625,Southeast Asia,Myanmar
0.861269238878347,0.25637044782556395,0.18133149013664504,0.08805855257878033,0.3802027277446738,0.24018699689358014,0.3034560669121425,0.11586235836200375,Sub-Saharan Africa,Chad
0.8676084053693162,0.2526081538475434,0.44558061029978197,0.619460971772103,0.8126585381400123,0.20900177844456258,0.3217792898623803,0.027558211638231123,Commonwealth of Independent States,Ukraine
0.8178087005411484,0.2928622468010408,0.15014345341722088,0.40878786407098283,0.4412280669877706,0.5862730781252204,0.3700696807893557,0.2410332551206663,Sub-Saharan Africa,Ethiopia
0.8698713894159814,0.2451791811517335,0.16012358603501944,0.28419479654700863,0.5630119125711264,0.6098908790954704,0.42234916593160476,0.10545462765433326,Sub-Saharan Africa,Uganda
0.7809122215194321,0.30875738275694303,0.4997940379268034,0.5536288523403813,0.5001234643257629,0.39781923764429444,0.1472020493563181,0.16708367406697486,Middle East and North Africa,Egypt
0.815686274509804,0.2855846047526921,0.3036910541092549,0.31252224521461486,0.5128406988911103,0.6845623813519497,0.36792086744195296,0.14750164209713248,Sub-Saharan Africa,Zambia
0.9220465247030711,0.18399269158055295,0.1222237158186286,0.2901920545075876,0.06464025899021368,0.5356619902462909,0.27062447680730567,0.16489196643368942,Sub-Saharan Africa,Togo
0.8503197694848549,0.25136097891448483,0.39914814584245667,0.49204733255187416,0.28157942072023573,0.7415740251096219,0.30575214737439915,0.15975701607599366,South Asia,India
0.9435519010471571,0.14315641762110384,0.011296317040228565,0.29842846934791706,0.38805453073344137,0.543944041934773,0.35806415941520114,0.06224407693785299,Sub-Saharan Africa,Liberia
0.9262913767657602,0.1677524027734214,0.12257901643658964,0.426802669237921,0.41103952336328287,0.25596893808018445,0.268948574314559,0.0947693912236056,Sub-Saharan Africa,Madagascar
0.9132757045470518,0.17238849646076626,0.24655330202151435,0.07520409322556562,0.6408943282059764,0.570715418276536,0.19031775092922834,0.19126578412112416,Sub-Saharan Africa,Lesotho
0.9803921568627452,0.041757920864359754,0.0024752475247524753,0.21218867456759236,0.12560124189430244,0.1509701115870045,0.26801737751250104,0.21819470193508883,Sub-Saharan Africa,Burundi
0.9219059666877505,0.15888259540375702,0.1720222788774276,0.2775846295522427,0.5634812932607836,0.5348500653842633,0.2377360742716347,0.16696070798420348,Sub-Saharan Africa,Zimbabwe
0.947937311125167,0.12673353342862181,0.15445959824223027,0.32409794997562347,0.21909118121314655,0.013734812466983624,0.6598413734954849,0.18730820935741607,Latin America and Caribbean,Haiti
0.9392789373814042,0.1310703038444492,0.5756148734034657,0.415047217306107,0.6323072310741434,0.7461346595957621,0.07764910887468103,0.17502450089886634,Sub-Saharan Africa,Botswana
0.9327148780659217,0.1398449739592996,0.07772007756865491,0.35641732076079946,0.10164611477948131,0.7070735660242042,0.35966145706500313,0.14435675436250547,Sub-Saharan Africa,Malawi
0.9674327078501652,0.0941648400840024,0.21279567412887004,0.35754587926049153,0.5299649822432347,0.29629068279097465,0.15128399666293227,0.11874680288494556,Middle East and North Africa,Yemen
0.9783540656405932,0.08576457772699986,0.1649698166264735,0.42624620087632276,0.3595705382368654,0.8773249771817598,0.3398105032420034,0.7772373460079685,Sub-Saharan Africa,Rwanda
0.9891910886218286,0.062061455525603326,0.23897891917190686,0.39973698982478867,0.46055711529241045,0.6286715375790046,0.4539466339231926,0.18790867055315952,Sub-Saharan Africa,Tanzania
0.9480216459343594,0.11524101556603339,0.1696615334426593,0.253242268110616,0.10802858810943966,0.06885874484121739,0.32355919273305483,0.07430197780323122,South Asia,Afghanistan
